status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk
1,36,2,3,5702.4,1,3,4,4,3,2,2,34,1,1,2,3,2,1,1,0
1,37,2,4,7249.2,1,3,4,4,3,2,2,34,1,1,2,3,2,1,1,0
2,48,0,10,21853.2,1,3,1,3,1,2,2,32,1,2,1,4,2,2,1,0
2,44,0,9,20913.6,1,4,1,2,1,3,2,34,2,2,1,4,2,2,1,0
2,41,0,8,17864.399999999998,1,4,2,2,2,3,2,34,2,2,1,4,2,2,1,0
2,26,0,8,22002.0,1,5,1,1,1,4,2,43,3,2,1,4,2,2,1,0
2,24,0,5,16167.599999999999,1,4,1,1,1,3,2,41,2,2,1,4,2,2,1,0
1,16,3,0,4695.599999999999,1,5,3,2,3,4,2,44,3,1,2,3,2,1,1,0
2,33,0,8,17350.8,1,3,2,2,1,2,2,36,1,2,1,4,2,2,1,0
1,34,1,4,8318.4,1,3,3,4,2,2,2,35,1,1,2,3,2,1,1,0
1,27,0,4,13478.4,1,4,2,2,2,3,2,39,2,2,1,4,2,2,1,0
2,39,2,5,9836.4,1,3,3,4,3,2,2,34,1,1,2,3,2,1,1,0
2,45,1,8,12217.199999999999,1,3,3,4,2,2,2,32,1,1,2,3,2,1,1,0
1,24,1,3,10407.6,1,4,2,2,2,3,2,40,2,1,1,3,2,2,1,0
1,32,2,3,6556.8,1,3,4,4,3,2,2,35,1,1,2,3,2,1,1,0
1,32,3,2,3784.7999999999997,1,4,4,4,3,3,2,35,2,1,2,3,2,1,1,0
1,28,1,5,14534.4,1,4,2,2,2,3,2,39,2,2,1,4,2,2,1,0
1,17,1,2,14335.199999999999,1,5,1,1,1,4,2,44,3,2,1,4,2,2,1,0
1,15,3,0,4526.4,1,5,3,2,2,4,2,44,3,1,2,3,2,1,1,0
1,29,1,4,10568.4,1,4,2,3,2,3,2,38,2,1,1,3,2,2,1,0
1,32,2,3,9687.6,1,5,3,3,3,4,2,37,3,1,1,3,2,2,1,0
2,42,0,8,17818.8,1,3,2,3,1,2,2,34,1,2,1,4,2,2,1,0
1,25,2,2,4449.599999999999,1,3,4,4,3,2,2,37,1,1,2,3,2,1,1,0
1,19,2,1,5670.0,1,4,3,3,3,3,2,42,2,1,2,3,2,1,1,0
2,47,0,10,21147.6,1,3,1,3,1,2,2,32,1,2,1,4,2,2,1,0
1,20,3,0,2860.7999999999997,1,4,4,4,3,3,2,40,2,1,2,3,2,1,1,0
1,30,3,2,4266.0,1,3,4,4,3,2,2,35,1,1,2,3,2,1,1,0
1,16,3,0,4123.2,1,5,3,3,3,4,2,43,3,1,2,3,2,1,1,0
1,31,2,3,10491.6,1,5,3,3,3,4,2,38,3,1,1,3,2,2,1,0
1,15,3,0,4630.8,1,5,3,2,3,4,2,44,3,1,1,3,2,2,1,0
2,47,0,10,18934.8,1,3,2,3,2,2,2,32,1,2,2,4,2,1,1,0
2,34,0,9,21982.8,1,5,1,1,1,4,2,39,3,2,1,4,2,2,1,0
1,32,3,2,6033.599999999999,1,4,4,4,3,3,2,36,2,1,2,3,2,1,1,0
1,31,3,2,4932.0,1,4,4,4,3,3,2,36,2,1,2,3,2,1,1,0
2,29,0,7,18794.399999999998,1,4,1,1,1,3,2,39,2,2,1,4,2,2,1,0
1,22,3,1,3537.6,1,3,4,4,3,2,2,38,1,1,2,3,2,1,1,0
1,30,1,5,12226.8,1,4,2,3,2,3,2,38,2,2,1,4,2,2,1,0
1,24,2,2,7440.0,1,4,3,3,2,3,2,39,2,1,2,3,2,1,1,0
1,29,2,3,8833.199999999999,1,4,3,3,3,3,2,38,2,1,1,3,2,2,1,0
1,19,2,1,4318.8,1,4,4,3,3,3,2,41,2,1,2,3,2,1,1,0
1,28,1,4,11785.199999999999,1,4,2,3,2,3,2,38,2,2,1,4,2,2,1,0
1,26,3,1,5367.599999999999,1,4,3,4,3,3,2,38,2,1,2,3,2,1,1,0
2,42,1,7,11757.6,1,3,3,4,2,2,2,33,1,1,2,3,2,1,1,0
2,48,0,10,21726.0,1,3,1,3,1,2,2,32,1,2,1,4,2,2,1,0
2,41,1,7,12682.8,1,3,3,4,2,2,2,33,1,1,2,3,2,1,1,0
1,27,2,3,7142.4,1,4,3,3,3,3,2,38,2,1,2,3,2,1,1,0
2,37,1,6,13021.199999999999,1,4,2,3,2,3,2,35,2,1,1,3,2,2,1,0
1,22,1,3,8617.199999999999,1,4,3,3,2,3,2,40,2,2,2,4,2,1,1,0
2,41,1,7,13455.6,1,3,3,3,2,2,2,33,1,1,1,3,2,2,1,0
1,19,2,1,6913.2,1,5,3,2,3,4,2,42,3,1,1,3,2,2,1,0
2,42,0,7,12290.4,1,3,3,4,2,2,2,33,1,2,2,4,2,1,1,0
1,31,1,4,8454.0,1,3,3,3,2,2,2,36,1,1,2,3,2,1,1,0
2,26,0,6,18253.2,1,4,1,1,1,3,2,40,2,2,1,4,2,2,1,0
1,20,1,3,11217.6,1,4,2,2,2,3,2,42,2,2,1,4,2,2,1,0
1,33,2,4,8290.8,1,4,3,4,3,3,2,36,2,1,2,3,2,1,1,0
1,16,3,1,5022.0,1,5,3,2,3,4,2,44,3,1,1,3,2,2,1,0
1,25,2,2,5997.599999999999,1,4,3,3,3,3,2,39,2,1,2,3,2,1,1,0
1,20,1,2,10981.199999999999,1,5,2,2,2,4,2,42,3,2,1,4,2,2,1,0
1,24,0,4,11858.4,1,4,2,2,1,3,2,40,2,2,2,4,2,1,1,0
1,34,2,4,6462.0,1,3,4,4,3,2,2,35,1,1,2,3,2,1,1,0
1,21,2,1,6542.4,1,5,3,3,3,4,2,41,3,1,1,3,2,2,1,0
1,18,1,2,6912.0,1,4,3,2,2,3,2,42,2,2,2,4,2,1,1,0
1,15,3,0,3867.6,1,4,3,3,2,3,2,44,2,1,2,3,2,1,1,0
1,17,3,0,3898.7999999999997,1,4,3,3,3,3,2,43,2,1,2,3,2,1,1,0
2,43,0,8,16532.399999999998,1,3,2,3,2,2,2,33,1,2,2,4,2,1,1,0
1,26,2,3,9160.8,1,4,3,3,2,3,2,39,2,1,1,3,2,2,1,0
1,17,3,1,5898.0,1,5,3,2,3,4,2,43,3,1,1,3,2,2,1,0
1,16,1,2,10542.0,1,5,2,1,1,4,2,44,3,2,1,4,2,2,1,0
2,29,0,5,16454.399999999998,1,4,1,2,2,3,2,39,2,2,1,4,2,2,1,0
2,33,0,7,18756.0,1,4,1,1,1,3,2,38,2,2,1,4,2,2,1,0
2,39,0,7,15812.4,1,4,2,3,2,3,2,34,2,2,1,4,2,2,1,0
1,31,1,5,13722.0,1,4,2,2,2,3,2,38,2,1,1,3,2,2,1,0
1,17,2,1,9068.4,1,5,2,2,2,4,2,44,3,2,1,4,2,2,1,0
1,18,1,2,9649.199999999999,1,4,2,2,1,3,2,43,2,2,2,4,2,1,1,0
1,18,2,1,9374.4,1,5,2,2,2,4,2,43,3,1,1,3,2,2,1,0
1,33,2,4,12122.4,1,4,2,3,2,3,2,37,2,1,1,3,2,2,1,0
1,16,2,1,5176.8,1,5,3,2,2,4,2,44,3,1,1,3,2,2,1,0
1,16,3,1,5244.0,1,5,3,2,2,4,2,44,3,1,1,3,2,2,1,0
1,31,2,4,8390.4,1,4,3,3,3,3,2,36,2,1,2,3,2,1,1,0
1,25,0,5,13041.6,1,4,2,2,1,3,2,40,2,2,2,4,2,1,1,0
2,45,0,9,20870.399999999998,1,3,1,2,1,2,2,33,1,2,1,4,2,2,1,0
1,30,1,4,11617.199999999999,1,4,2,3,2,3,2,37,2,1,1,3,2,2,1,0
1,15,3,0,3909.6,1,4,3,2,2,3,2,44,2,1,2,3,2,1,1,0
1,19,3,1,6601.2,1,5,3,2,3,4,2,42,3,1,1,3,2,2,1,0
1,30,2,4,8180.4,1,3,3,3,2,2,2,36,1,1,2,3,2,1,1,0
1,21,2,2,6456.0,1,4,3,3,2,3,2,40,2,1,2,3,2,1,1,0
2,37,1,6,13203.6,1,4,2,3,2,3,2,35,2,1,1,3,2,2,1,0
1,20,0,5,15700.8,1,4,1,1,1,3,2,43,2,2,1,4,2,2,1,0
1,31,2,4,7568.4,1,3,3,4,2,2,2,36,1,1,2,3,2,1,1,0
1,22,0,5,16575.6,1,4,1,1,1,3,2,42,2,2,1,4,2,2,1,0
1,25,1,4,11952.0,1,4,2,2,2,3,2,40,2,2,1,4,2,2,1,0
2,26,0,5,14816.4,1,4,2,2,1,3,2,39,2,2,1,4,2,2,1,0
1,20,1,3,11511.6,1,4,2,2,2,3,2,42,2,2,1,4,2,2,1,0
2,34,0,6,16579.2,1,4,2,2,2,3,2,37,2,2,1,4,2,2,1,0
1,19,3,1,4371.599999999999,1,4,3,3,3,3,2,42,2,1,2,3,2,1,1,0
2,38,0,8,20421.6,1,4,1,1,1,3,2,36,2,2,1,4,2,2,1,0
1,26,1,4,11697.6,1,4,2,2,2,3,2,39,2,2,1,4,2,2,1,0
2,29,0,5,13018.8,1,4,2,2,1,3,2,38,2,2,2,4,2,1,1,0
1,38,2,5,10264.8,1,4,3,4,3,3,2,34,2,1,1,3,2,2,1,0
2,42,1,7,16420.8,1,4,2,3,2,3,2,34,2,1,1,3,2,2,1,0
1,19,2,1,7045.2,1,5,3,2,3,4,2,43,3,1,1,3,2,2,1,0
1,30,2,3,8718.0,1,4,3,3,3,3,2,38,2,1,1,3,2,2,1,0
1,18,3,0,3520.7999999999997,1,4,4,3,3,3,2,42,2,1,2,3,2,1,1,0
1,24,1,4,12768.0,1,4,2,2,2,3,2,41,2,2,1,4,2,2,1,0
2,45,0,9,21414.0,1,4,1,2,1,3,2,34,2,2,1,4,2,2,1,0
2,38,0,9,19795.2,1,3,1,2,1,2,2,35,1,2,1,4,2,2,1,0
1,37,2,5,10579.199999999999,1,4,3,3,3,3,2,35,2,1,1,3,2,2,1,0
1,19,2,1,5218.8,1,4,3,3,3,3,2,42,2,1,2,3,2,1,1,0
1,27,2,3,8821.199999999999,1,4,3,3,3,3,2,39,2,1,1,3,2,2,1,0
1,23,0,4,13543.199999999999,1,4,2,2,1,3,2,41,2,2,1,4,2,2,1,0
1,20,2,1,5522.4,1,4,3,3,2,3,2,41,2,1,2,3,2,1,1,0
1,22,2,2,6944.4,1,4,3,3,2,3,2,40,2,1,2,3,2,1,1,0
2,43,1,7,13250.4,1,4,3,4,3,3,2,33,2,1,1,3,2,2,1,0
1,18,2,1,6946.8,1,5,3,2,2,4,2,43,3,1,1,3,2,2,1,0
1,20,0,3,12711.6,1,4,2,1,1,3,2,42,2,2,1,4,2,2,1,0
1,21,2,2,8758.8,1,5,2,2,2,4,2,42,3,1,1,3,2,2,1,0
1,23,0,4,13340.4,1,4,2,2,1,3,2,41,2,2,1,4,2,2,1,0
1,15,2,1,6254.4,1,5,2,2,2,4,2,44,3,2,1,4,2,2,1,0
1,26,2,3,10218.0,1,4,2,2,2,3,2,40,2,1,1,3,2,2,1,0
1,14,3,0,2780.4,1,5,4,3,3,4,2,45,3,1,2,3,2,1,1,0
1,17,3,0,5854.8,1,5,3,2,3,4,2,44,3,1,1,3,2,2,1,0
1,19,1,2,9126.0,1,4,2,2,2,3,2,43,2,2,1,4,2,2,1,0
1,22,2,2,10875.6,1,5,2,2,2,4,2,42,3,1,1,3,2,2,1,0
2,45,0,8,16053.599999999999,1,3,2,3,2,2,2,33,1,2,1,4,2,2,1,0
2,48,1,9,11233.199999999999,1,3,4,4,3,2,2,32,1,1,2,3,2,1,1,0
2,34,0,6,15189.599999999999,1,4,2,2,2,3,2,37,2,2,1,4,2,2,1,0
2,47,0,9,19418.399999999998,1,3,2,3,2,2,2,32,1,1,1,3,2,2,1,0
1,18,3,0,2718.0,1,3,4,4,3,2,2,40,1,1,2,3,2,1,1,0
1,24,1,4,12432.0,1,4,2,2,2,3,2,41,2,2,1,4,2,2,1,0
1,14,2,0,4798.8,1,5,3,2,2,4,2,45,3,1,1,3,2,2,1,0
1,16,1,2,9075.6,1,4,2,2,1,3,2,44,2,2,2,4,2,1,1,0
1,15,3,0,3793.2,1,5,3,2,3,4,2,45,3,1,1,3,2,2,1,0
2,36,0,6,13693.199999999999,1,3,2,3,2,2,2,35,1,2,2,4,2,1,1,0
1,25,2,3,10998.0,1,5,2,2,2,4,2,40,3,1,1,3,2,2,1,0
1,30,1,5,13758.0,1,4,2,2,2,3,2,38,2,1,1,3,2,2,1,0
2,38,0,8,18304.8,1,4,1,2,1,3,2,36,2,2,1,4,2,2,1,0
1,22,2,2,7854.0,1,4,3,3,2,3,2,41,2,1,2,3,2,1,1,0
1,26,2,2,6824.4,1,4,3,3,3,3,2,39,2,1,1,3,2,2,1,0
1,22,3,1,4681.2,1,4,4,3,3,3,2,40,2,1,2,3,2,1,1,0
1,27,1,3,9165.6,1,4,3,3,2,3,2,38,2,1,2,3,2,1,1,0
1,39,2,5,8937.6,1,3,3,4,3,2,2,34,1,1,2,3,2,1,1,0
1,31,2,3,6988.8,1,4,3,4,3,3,2,36,2,1,2,3,2,1,1,0
1,23,1,3,7724.4,1,3,3,3,2,2,2,39,1,2,2,4,2,1,1,0
2,45,0,9,18470.399999999998,1,3,2,3,2,2,2,33,1,2,1,4,2,2,1,0
1,22,3,0,2907.6,1,4,4,4,3,3,2,39,2,1,2,3,2,1,1,0
1,23,0,4,14150.4,1,4,2,2,1,3,2,41,2,2,1,4,2,2,1,0
1,25,1,3,10552.8,1,4,2,2,2,3,2,40,2,1,1,3,2,2,1,0
1,20,1,2,10918.8,1,5,2,2,2,4,2,42,3,2,1,4,2,2,1,0
1,15,2,0,4981.2,1,4,3,2,2,3,2,44,2,2,2,4,2,1,1,0
1,22,1,3,11755.199999999999,1,4,2,2,2,3,2,42,2,2,1,4,2,2,1,0
1,15,2,0,4603.2,1,5,3,2,2,4,2,44,3,1,2,3,2,1,1,0
1,27,3,2,8526.0,1,5,3,3,3,4,2,39,3,1,1,3,2,2,1,0
2,38,0,9,20526.0,1,4,1,1,1,3,2,36,2,2,1,4,2,2,1,0
2,24,0,5,16814.399999999998,1,4,1,1,1,3,2,41,2,2,1,4,2,2,1,0
2,40,1,7,11800.8,1,3,3,4,2,2,2,33,1,1,2,3,2,1,1,0
2,34,0,8,20641.2,1,4,1,1,1,3,2,38,2,2,1,4,2,2,1,0
1,15,3,0,2821.2,1,4,4,4,3,3,2,44,2,1,2,3,2,1,1,0
1,15,2,1,5049.599999999999,1,4,3,2,2,3,2,44,2,2,2,4,2,1,1,0
1,14,2,0,6790.8,1,5,2,1,2,4,2,45,3,2,1,4,2,2,1,0
1,16,2,1,4324.8,1,4,3,3,2,3,2,43,2,1,2,3,2,1,1,0
1,16,1,1,10021.199999999999,1,5,2,1,1,4,2,44,3,2,1,4,2,2,1,0
2,45,2,6,6555.599999999999,1,3,4,4,3,2,2,32,1,1,2,3,2,1,1,0
1,20,3,1,4566.0,1,4,3,3,3,3,2,41,2,1,2,3,2,1,1,0
1,17,0,3,16334.4,1,5,1,1,1,4,2,44,3,2,1,4,2,2,1,0
2,39,0,7,14410.8,1,3,2,3,2,2,2,34,1,2,1,4,2,2,1,0
1,27,1,4,8630.4,1,3,3,3,2,2,2,37,1,2,2,4,2,1,1,0
2,47,0,9,17742.0,1,3,2,4,2,2,2,32,1,2,2,4,2,1,1,0
1,21,1,2,7224.0,1,4,3,3,2,3,2,40,2,2,2,4,2,1,1,0
1,18,3,0,2929.2,1,4,4,4,3,3,2,41,2,1,2,3,2,1,1,0
1,19,2,2,8740.8,1,4,2,2,2,3,2,42,2,2,1,4,2,2,1,0
1,31,2,3,7527.599999999999,1,4,3,3,3,3,2,36,2,1,1,3,2,2,1,0
1,21,2,1,7231.2,1,5,3,3,3,4,2,42,3,1,1,3,2,2,1,0
2,39,0,7,14130.0,1,3,2,3,2,2,2,34,1,2,2,4,2,1,1,0
2,38,0,8,20048.399999999998,1,4,1,2,1,3,2,36,2,2,1,4,2,2,1,0
2,34,0,7,18126.0,1,4,1,2,2,3,2,37,2,2,1,4,2,2,1,0
1,21,2,2,8905.199999999999,1,5,2,2,2,4,2,42,3,1,1,3,2,2,1,0
1,18,3,1,3670.7999999999997,1,4,4,3,3,3,2,41,2,1,2,3,2,1,1,0
1,15,3,0,2698.7999999999997,1,4,4,4,3,3,2,43,2,1,2,3,2,1,1,0
2,41,0,8,18330.0,1,3,2,2,1,2,2,34,1,2,1,4,2,2,1,0
1,27,2,3,9195.6,1,4,3,3,2,3,2,38,2,1,1,3,2,2,1,0
2,47,0,10,21993.6,1,3,1,2,1,2,2,32,1,2,1,4,2,2,1,0
1,17,3,1,7990.799999999999,1,5,2,2,3,4,2,44,3,1,1,3,2,2,1,0
1,20,2,1,4831.2,1,4,3,3,3,3,2,41,2,1,2,3,2,1,1,0
1,17,1,2,9649.199999999999,1,5,2,2,2,4,2,44,3,2,1,4,2,2,1,0
1,24,2,2,7110.0,1,4,3,3,2,3,2,39,2,1,2,3,2,1,1,0
1,31,1,5,12432.0,1,4,2,3,2,3,2,37,2,1,1,3,2,2,1,0
1,16,0,2,13137.6,1,5,1,1,1,4,2,44,3,2,1,4,2,2,1,0
1,22,3,1,6867.599999999999,1,5,3,3,3,4,2,41,3,1,1,3,2,2,1,0
2,31,0,7,16561.2,1,4,2,2,1,3,2,38,2,2,1,4,2,2,1,0
1,45,3,5,6158.4,1,3,4,4,3,2,2,32,1,1,2,3,2,1,1,0
2,31,0,7,17382.0,1,4,1,2,1,3,2,38,2,2,1,4,2,2,1,0
1,17,2,1,7412.4,1,5,2,2,2,4,2,43,3,1,1,3,2,2,1,0
1,15,3,0,3074.4,1,5,4,3,3,4,2,44,3,1,1,3,2,2,1,0
1,14,2,0,4669.2,1,5,2,2,2,4,2,45,3,2,2,4,2,1,1,0
1,22,2,2,4798.8,1,3,4,4,2,2,2,39,1,1,2,3,2,1,1,0
2,45,0,9,16543.2,1,3,2,3,2,2,2,33,1,2,2,4,2,1,1,0
2,25,0,7,21327.6,1,5,1,1,1,4,2,43,3,2,1,4,2,2,1,0
1,26,2,2,7513.2,1,4,3,3,3,3,2,39,2,1,1,3,2,2,1,0
1,16,2,1,10215.6,1,5,2,1,2,4,2,44,3,2,1,4,2,2,1,0
2,47,0,10,21264.0,1,3,1,2,1,2,2,32,1,2,1,4,2,2,1,0
2,31,0,6,16306.8,1,4,2,2,2,3,2,38,2,2,1,4,2,2,1,0
2,43,0,8,17121.6,1,3,2,3,2,2,2,33,1,2,1,4,2,2,1,0
1,19,2,1,6276.0,1,4,3,3,2,3,2,42,2,1,2,3,2,1,1,0
1,14,3,0,3152.4,1,5,3,3,3,4,2,45,3,1,2,3,2,1,1,0
2,25,0,5,17402.399999999998,1,4,1,1,1,3,2,41,2,2,1,4,2,2,1,0
2,33,0,7,15793.199999999999,1,3,2,2,1,2,2,36,1,2,2,4,2,1,1,0
1,21,1,3,10713.6,1,4,2,2,2,3,2,42,2,2,1,4,2,2,1,0
2,43,0,8,15243.599999999999,1,3,2,3,2,2,2,33,1,1,1,3,2,2,1,0
1,33,1,5,14220.0,1,5,2,2,2,4,2,37,3,1,1,3,2,2,1,0
1,26,0,4,13904.4,1,4,2,2,2,3,2,40,2,2,1,4,2,2,1,0
2,28,0,6,20324.399999999998,1,5,1,1,1,4,2,41,3,2,1,4,2,2,1,0
1,32,1,5,12442.8,1,4,2,3,2,3,2,37,2,1,1,3,2,2,1,0
1,17,2,1,8335.199999999999,1,5,2,2,2,4,2,44,3,2,1,4,2,2,1,0
2,26,0,5,15070.8,1,4,2,2,1,3,2,40,2,2,1,4,2,2,1,0
1,27,3,2,5353.2,1,4,4,4,3,3,2,38,2,1,2,3,2,1,1,0
2,34,0,7,18298.8,1,4,1,2,1,3,2,37,2,2,1,4,2,2,1,0
2,30,0,6,18494.399999999998,1,5,1,1,1,4,2,39,3,2,1,4,2,2,1,0
2,33,0,6,10970.4,1,3,3,3,1,2,2,35,1,2,2,4,2,1,1,0
2,48,0,10,20875.2,1,3,2,3,2,2,2,32,1,2,1,4,2,2,1,0
1,15,2,0,5253.599999999999,1,5,3,2,2,4,2,44,3,1,2,3,2,1,1,0
1,16,2,1,8071.2,1,5,2,2,2,4,2,44,3,1,1,3,2,2,1,0
1,19,2,2,9193.199999999999,1,5,2,2,2,4,2,43,3,1,1,3,2,2,1,0
2,29,0,5,15619.199999999999,1,4,2,2,2,3,2,39,2,2,1,4,2,2,1,0
2,45,0,9,18730.8,1,4,2,3,2,3,2,33,2,1,1,3,2,2,1,0
2,44,1,7,15076.8,1,4,2,3,3,3,2,33,2,1,1,3,2,2,1,0
2,37,0,9,20868.0,1,4,1,1,1,3,2,36,2,2,1,4,2,2,1,0
1,23,1,3,8420.4,1,4,3,3,2,3,2,40,2,2,2,4,2,1,1,0
2,39,0,7,15156.0,1,3,2,3,2,2,2,34,1,2,1,4,2,2,1,0
2,45,0,8,15174.0,1,3,3,4,2,2,2,33,1,1,1,3,2,2,1,0
2,24,0,6,20217.6,1,5,1,1,1,4,2,42,3,2,1,4,2,2,1,0
1,17,1,2,12789.6,1,5,1,1,1,4,2,44,3,2,1,4,2,2,1,0
1,23,2,2,10796.4,1,5,2,2,2,4,2,41,3,1,1,3,2,2,1,0
1,27,3,1,3109.2,1,4,4,4,3,3,2,36,2,1,2,3,2,1,1,0
1,26,3,2,5236.8,1,4,4,4,3,3,2,38,2,1,2,3,2,1,1,0
1,24,2,2,4539.599999999999,1,4,4,4,3,3,2,38,2,1,2,3,2,1,1,0
1,17,3,0,4281.599999999999,1,5,3,3,3,4,2,43,3,1,1,3,2,2,1,0
2,40,1,6,9220.8,1,3,3,4,2,2,2,33,1,1,2,3,2,1,1,0
1,19,0,3,11476.8,1,4,2,2,1,3,2,43,2,2,1,4,2,2,1,0
2,33,1,5,13708.8,1,4,2,3,2,3,2,37,2,2,1,4,2,2,1,0
1,31,2,3,10352.4,1,4,3,3,3,3,2,37,2,1,1,3,2,2,1,0
1,15,3,0,3703.2,1,5,3,2,3,4,2,44,3,1,2,3,2,1,1,0
2,47,0,9,17840.399999999998,1,3,2,3,2,2,2,32,1,2,1,4,2,2,1,0
1,23,1,4,12278.4,1,4,2,2,2,3,2,41,2,2,1,4,2,2,1,0
1,22,3,1,4909.2,1,4,3,3,3,3,2,40,2,1,2,3,2,1,1,0
2,26,0,6,18680.399999999998,1,5,1,1,1,4,2,41,3,2,1,4,2,2,1,0
2,45,1,7,10212.0,1,3,4,4,3,2,2,32,1,1,2,3,2,1,1,0
1,22,2,2,12076.8,1,5,2,2,2,4,2,42,3,1,1,3,2,2,1,0
1,31,3,2,5065.2,1,4,4,4,3,3,2,35,2,1,2,3,2,1,1,0
1,26,1,4,9880.8,1,3,3,3,2,2,2,38,1,2,2,4,2,1,1,0
2,40,0,9,19300.8,1,3,1,2,1,2,2,35,1,2,1,4,2,2,1,0
1,37,2,5,10860.0,1,4,3,3,3,3,2,35,2,1,1,3,2,2,1,0
2,43,1,6,11661.6,1,3,3,4,3,2,2,33,1,1,1,3,2,2,1,0
1,19,3,1,3778.7999999999997,1,4,4,4,3,3,2,41,2,1,2,3,2,1,1,0
1,18,2,1,5570.4,1,4,3,3,2,3,2,42,2,1,2,3,2,1,1,0
1,21,3,1,4926.0,1,4,3,3,3,3,2,41,2,1,2,3,2,1,1,0
2,35,1,5,11605.199999999999,1,4,3,3,2,3,2,35,2,1,2,3,2,1,1,0
2,22,0,5,17097.6,1,4,1,1,1,3,2,42,2,2,1,4,2,2,1,0
2,33,0,6,16478.399999999998,1,4,2,2,2,3,2,37,2,2,1,4,2,2,1,0
1,28,1,5,17282.399999999998,1,5,1,1,2,4,2,40,3,2,1,4,2,2,1,0
1,29,1,4,9974.4,1,4,3,3,2,3,2,37,2,1,2,3,2,1,1,0
1,25,1,4,11803.199999999999,1,4,2,2,2,3,2,40,2,2,1,4,2,2,1,0
2,29,0,5,15810.0,1,5,1,2,2,4,2,39,3,2,1,4,2,2,1,0
2,30,0,5,12980.4,1,4,2,2,2,3,2,37,2,2,1,4,2,2,1,0
1,23,3,1,5374.8,1,4,3,3,3,3,2,40,2,1,2,3,2,1,1,0
1,19,0,3,15038.4,1,5,1,1,1,4,2,43,3,2,1,4,2,2,1,0
2,47,0,9,16540.8,1,3,3,4,2,2,2,32,1,1,1,3,2,2,1,0
1,17,2,1,7454.4,1,5,2,2,2,4,2,44,3,1,1,3,2,2,1,0
1,19,1,2,11544.0,1,5,2,1,2,4,2,43,3,2,1,4,2,2,1,0
1,29,1,4,8769.6,1,3,3,3,2,2,2,37,1,1,2,3,2,1,1,0
1,24,3,1,6525.599999999999,1,5,3,3,3,4,2,40,3,1,1,3,2,2,1,0
2,42,1,7,15795.599999999999,1,4,2,3,2,3,2,34,2,1,1,3,2,2,1,0
2,33,0,7,16573.2,1,4,2,2,1,3,2,37,2,2,1,4,2,2,1,0
1,18,3,1,3978.0,1,4,4,3,3,3,2,42,2,1,2,3,2,1,1,0
2,38,0,8,20166.0,1,4,1,2,1,3,2,36,2,2,1,4,2,2,1,0
1,23,3,1,5804.4,1,5,3,3,3,4,2,40,3,1,1,3,2,2,1,0
2,34,0,6,16765.2,1,4,2,2,2,3,2,37,2,2,1,4,2,2,1,0
1,23,2,2,5697.599999999999,1,4,3,3,2,3,2,39,2,1,2,3,2,1,1,0
2,25,0,5,18981.6,1,5,1,1,1,4,2,42,3,2,1,4,2,2,1,0
1,32,1,4,11385.6,1,4,2,3,2,3,2,37,2,1,1,3,2,2,1,0
1,20,1,3,12811.199999999999,1,5,2,1,2,4,2,43,3,2,1,4,2,2,1,0
1,26,1,4,7910.4,1,3,3,3,2,2,2,38,1,2,2,4,2,1,1,0
2,38,0,8,19410.0,1,4,1,2,1,3,2,36,2,2,1,4,2,2,1,0
2,32,0,6,14396.4,1,3,2,2,1,2,2,36,1,2,2,4,2,1,1,0
1,25,2,3,11756.4,1,5,2,2,2,4,2,41,3,1,1,3,2,2,1,0
1,25,2,2,4963.2,1,4,4,4,3,3,2,38,2,1,2,3,2,1,1,0
1,16,2,1,5210.4,1,5,3,2,2,4,2,44,3,1,1,3,2,2,1,0
1,24,3,1,4689.599999999999,1,4,4,4,3,3,2,39,2,1,2,3,2,1,1,0
1,16,3,0,3252.0,1,4,4,3,3,3,2,43,2,1,2,3,2,1,1,0
2,41,0,9,20121.6,1,3,1,2,1,2,2,34,1,2,1,4,2,2,1,0
1,20,1,3,12261.6,1,5,2,1,2,4,2,43,3,2,1,4,2,2,1,0
2,46,0,10,21963.6,1,3,1,1,1,2,2,33,1,2,1,4,2,2,1,0
1,23,1,3,11694.0,1,4,2,2,2,3,2,41,2,2,1,4,2,2,1,0
2,36,0,9,21447.6,1,4,1,1,1,3,2,37,2,2,1,4,2,2,1,0
2,31,0,8,21302.399999999998,1,5,1,1,1,4,2,40,3,2,1,4,2,2,1,0
1,15,2,1,6739.2,1,5,2,2,2,4,2,44,3,1,1,3,2,2,1,0
1,25,2,3,11137.199999999999,1,5,2,2,2,4,2,40,3,1,1,3,2,2,1,0
1,27,2,2,6272.4,1,4,3,3,3,3,2,38,2,1,2,3,2,1,1,0
2,30,0,6,16874.399999999998,1,5,1,2,2,4,2,39,3,2,1,4,2,2,1,0
1,35,2,3,5882.4,1,3,4,4,3,2,2,34,1,1,2,3,2,1,1,0
2,39,0,9,21630.0,1,5,1,1,1,4,2,37,3,2,1,4,2,2,1,0
1,16,1,2,14118.0,1,5,1,1,1,4,2,44,3,2,1,4,2,2,1,0
1,17,3,1,4689.599999999999,1,5,3,3,3,4,2,43,3,1,2,3,2,1,1,0
1,29,2,2,4772.4,1,3,4,4,3,2,2,36,1,1,2,3,2,1,1,0
